2024-05-31 22:33:57,592 INFO    MainThread:43005 [wandb_setup.py:_flush():76] Current SDK version is 0.17.0
2024-05-31 22:33:57,593 INFO    MainThread:43005 [wandb_setup.py:_flush():76] Configure stats pid to 43005
2024-05-31 22:33:57,593 INFO    MainThread:43005 [wandb_setup.py:_flush():76] Loading settings from /root/.config/wandb/settings
2024-05-31 22:33:57,593 INFO    MainThread:43005 [wandb_setup.py:_flush():76] Loading settings from /cephfs/zhanjh/COMP130207/PJ2/wandb/settings
2024-05-31 22:33:57,593 INFO    MainThread:43005 [wandb_setup.py:_flush():76] Loading settings from environment variables: {}
2024-05-31 22:33:57,593 INFO    MainThread:43005 [wandb_setup.py:_flush():76] Applying setup settings: {'_disable_service': False}
2024-05-31 22:33:57,593 INFO    MainThread:43005 [wandb_setup.py:_flush():76] Inferring run settings from compute environment: {'program_relpath': 'PJ2/BiLSTM_CRF_main.py', 'program_abspath': '/cephfs/zhanjh/COMP130207/PJ2/BiLSTM_CRF_main.py', 'program': 'BiLSTM_CRF_main.py'}
2024-05-31 22:33:57,593 INFO    MainThread:43005 [wandb_setup.py:_flush():76] Applying login settings: {}
2024-05-31 22:33:57,593 INFO    MainThread:43005 [wandb_init.py:_log_setup():520] Logging user logs to /cephfs/zhanjh/COMP130207/PJ2/wandb/run-20240531_223357-t2d1qx0r/logs/debug.log
2024-05-31 22:33:57,593 INFO    MainThread:43005 [wandb_init.py:_log_setup():521] Logging internal logs to /cephfs/zhanjh/COMP130207/PJ2/wandb/run-20240531_223357-t2d1qx0r/logs/debug-internal.log
2024-05-31 22:33:57,593 INFO    MainThread:43005 [wandb_init.py:init():560] calling init triggers
2024-05-31 22:33:57,593 INFO    MainThread:43005 [wandb_init.py:init():567] wandb.init called with sweep_config: {}
config: {}
2024-05-31 22:33:57,593 INFO    MainThread:43005 [wandb_init.py:init():610] starting backend
2024-05-31 22:33:57,593 INFO    MainThread:43005 [wandb_init.py:init():614] setting up manager
2024-05-31 22:33:57,597 INFO    MainThread:43005 [backend.py:_multiprocessing_setup():105] multiprocessing start_methods=fork,spawn,forkserver, using: spawn
2024-05-31 22:33:57,598 INFO    MainThread:43005 [wandb_init.py:init():622] backend started and connected
2024-05-31 22:33:57,605 INFO    MainThread:43005 [wandb_init.py:init():711] updated telemetry
2024-05-31 22:33:57,625 INFO    MainThread:43005 [wandb_init.py:init():744] communicating run to backend with 90.0 second timeout
2024-05-31 22:33:58,663 INFO    MainThread:43005 [wandb_run.py:_on_init():2396] communicating current version
2024-05-31 22:33:59,992 INFO    MainThread:43005 [wandb_run.py:_on_init():2405] got version response 
2024-05-31 22:33:59,992 INFO    MainThread:43005 [wandb_init.py:init():795] starting run threads in backend
2024-05-31 22:34:01,529 INFO    MainThread:43005 [wandb_run.py:_console_start():2374] atexit reg
2024-05-31 22:34:01,529 INFO    MainThread:43005 [wandb_run.py:_redirect():2229] redirect: wrap_raw
2024-05-31 22:34:01,529 INFO    MainThread:43005 [wandb_run.py:_redirect():2294] Wrapping output streams.
2024-05-31 22:34:01,529 INFO    MainThread:43005 [wandb_run.py:_redirect():2319] Redirects installed.
2024-05-31 22:34:01,530 INFO    MainThread:43005 [wandb_init.py:init():838] run started, returning control to user process
2024-05-31 22:34:01,531 INFO    MainThread:43005 [wandb_run.py:_config_callback():1376] config_cb None None {'data': 'Chinese'}
2024-05-31 22:34:04,519 INFO    MainThread:43005 [wandb_run.py:_config_callback():1376] config_cb None None {'data_num': 1845, 'label_num': 30, 'hidden_dim': 4, 'embedding_dim': 8, 'batch_size': 256, 'learning_rate': 0.01, 'weight_decay': 0.0001, 'optimizer': 'SGD'}
2024-05-31 22:58:51,737 WARNING MsgRouterThr:43005 [router.py:message_loop():77] message_loop has been closed
